Gemeente,Jaar,Totaal,A,BF,GN,OU
Culemborg,2008,12.33,0.00,1.83,7.07,3.42
Culemborg,2009,13.15,0.00,1.72,6.78,4.64
Culemborg,2010,11.91,0.00,1.74,6.92,3.24
Culemborg,2011,11.62,0.01,1.67,7.01,2.93
Culemborg,2012,11.05,0.01,1.76,6.46,2.81
Culemborg,2013,10.76,0.01,1.58,6.21,2.96
Culemborg,2014,10.75,0.01,1.53,6.21,2.99
Dalfsen,2008,8.99,0.30,2.24,4.45,2.00
Dalfsen,2009,8.79,0.30,2.12,4.27,2.10
Dalfsen,2010,9.23,0.37,2.34,4.37,2.16
Dalfsen,2011,9.51,0.37,2.29,4.68,2.17
Dalfsen,2012,8.77,0.39,1.96,4.22,2.20
Dalfsen,2013,8.43,0.37,1.80,4.26,1.99
Dalfsen,2014,8.70,0.37,2.06,4.28,1.99
Dantumadiel,2008, , , , ,
Dantumadiel,2009,3.71,0.00,0.64,1.27,1.77
Dantumadiel,2010,3.54,0.04,0.66,1.08,1.76
Dantumadiel,2011,3.46,0.04,0.62,1.21,1.59
Dantumadiel,2012,3.37,0.03,0.59,1.17,1.58
Dantumadiel,2013,3.73,0.04,0.56,1.17,1.96
Dantumadiel,2014,3.04,0.06,0.47,1.22,1.30
Delft,2008,52.53,0.06,5.62,26.00,20.85
Delft,2009,51.76,0.04,5.65,24.61,21.46
Delft,2010,51.52,0.08,5.07,24.10,22.26
Delft,2011,52.88,0.11,5.38,24.59,22.80
Delft,2012,51.98,0.13,5.49,23.96,22.41
Delft,2013,50.63,0.13,5.02,23.80,21.68
Delft,2014,51.16,0.10,5.10,24.78,21.19
Delfzijl,2008,11.71,0.07,3.61,4.92,3.10
Delfzijl,2009,11.09,0.09,3.37,5.00,2.62
Delfzijl,2010,11.19,0.11,3.53,4.89,2.67
Delfzijl,2011,11.58,0.10,3.55,5.04,2.89
Delfzijl,2012,12.16,0.12,3.43,5.29,3.32
Delfzijl,2013,11.23,0.11,2.99,5.05,3.08
Delfzijl,2014,10.97,0.11,2.81,4.96,3.09
Deurne,2008,12.43,0.48,3.20,5.33,3.43
Deurne,2009,11.87,0.51,2.93,5.14,3.30
Deurne,2010,11.93,0.50,2.74,5.16,3.53
Deurne,2011,11.95,0.52,2.77,5.31,3.35
Deurne,2012,11.86,0.52,2.73,5.45,3.16
Deurne,2013,11.50,0.46,2.44,5.46,3.14
Deurne,2014,11.71,0.45,2.32,5.72,3.21
Deventer,2008,50.45,0.62,8.52,25.79,15.53
Deventer,2009,50.22,0.00,8.65,23.72,16.78
Deventer,2010,51.68,0.00,8.49,24.84,17.34
Deventer,2011,51.70,0.96,8.47,24.86,17.41
Deventer,2012,49.60,0.95,7.95,22.70,18.00
Deventer,2013,49.57,0.90,7.81,23.57,17.29
Deventer,2014,50.76,0.92,7.26,24.80,17.77
Diemen,2008,28.19,0.00,1.71,23.13,3.35
Diemen,2009,29.25,0.00,1.63,24.45,3.17
Diemen,2010,29.90,0.00,2.17,24.51,3.22
Diemen,2011,31.42,0.00,2.09,25.84,3.49
Diemen,2012,20.53,0.00,2.27,15.71,2.55
Diemen,2013,20.41,0.00,3.22,14.37,2.82
Diemen,2014,22.04,0.00,.,16.17,2.64
Dinkelland,2008,9.06,0.42,2.24,4.49,1.92
Dinkelland,2009,8.79,0.45,2.25,4.07,2.02
Dinkelland,2010,8.69,0.47,2.18,4.11,1.93
Dinkelland,2011,9.17,0.45,2.17,4.49,2.06
Dinkelland,2012,9.31,0.48,2.29,4.44,2.09
Dinkelland,2013,9.32,0.52,2.44,4.19,2.17
Dinkelland,2014,9.10,0.58,2.11,4.20,2.21
Doesburg,2008,3.12,0.00,0.80,1.67,0.63
Doesburg,2009,2.87,0.00,0.64,1.55,0.67
Doesburg,2010,3.09,0.00,0.64,1.68,0.75
Doesburg,2011,3.04,0.02,0.62,1.76,0.65
Doesburg,2012,2.93,0.00,.,1.73,0.65
Doesburg,2013,3.02,0.00,.,1.77,0.67
Doesburg,2014,2.87,0.02,0.53,1.68,0.65
Doetinchem,2008,31.45,0.08,6.33,14.72,10.32
Doetinchem,2009,31.30,0.07,6.10,14.55,10.57
Doetinchem,2010,31.89,0.06,6.28,14.89,10.67
Doetinchem,2011,32.63,0.05,5.84,14.97,11.77
Doetinchem,2012,32.73,0.06,6.02,14.05,12.60
Doetinchem,2013,31.38,0.05,5.35,13.53,12.45
Doetinchem,2014,31.47,0.07,5.30,13.26,12.84
Dongen,2008,8.54,0.33,2.45,3.38,2.39
Dongen,2009,8.03,0.29,2.25,3.13,2.36
Dongen,2010,7.94,0.30,2.18,3.30,2.16
Dongen,2011,7.94,0.30,2.07,3.32,2.25
Dongen,2012,7.48,0.28,1.84,3.13,2.23
Dongen,2013,7.41,0.28,1.88,2.93,2.32
Dongen,2014,7.46,0.25,1.92,3.02,2.27
Dongeradeel,2008,8.45,0.00,1.80,3.58,2.96
Dongeradeel,2009,8.15,0.11,1.75,3.36,2.93
Dongeradeel,2010,8.56,0.15,1.76,3.34,3.32
Dongeradeel,2011,8.53,0.14,1.71,3.30,3.38
Dongeradeel,2012,8.01,0.16,1.48,3.11,3.26
Dongeradeel,2013,7.70,0.16,1.59,3.08,2.87
Dongeradeel,2014,6.88,0.13,1.49,3.09,2.16
Dordrecht,2008,57.98,0.04,9.39,28.39,20.17
Dordrecht,2009,57.92,0.03,9.09,27.87,20.93
Dordrecht,2010,55.13,0.05,8.68,26.35,20.06
Dordrecht,2011,54.98,0.05,8.44,25.84,20.64
Dordrecht,2012,54.16,0.05,8.75,24.86,20.50
Dordrecht,2013,52.52,0.05,8.46,23.70,20.31
Dordrecht,2014,52.50,0.05,8.66,24.21,19.58
Drechterland,2008,5.50,0.82,1.10,2.82,0.75
Drechterland,2009,5.10,0.80,1.01,2.58,0.71
Drechterland,2010,4.92,0.81,1.07,2.08,0.95
Drechterland,2011,5.09,0.84,0.98,2.25,1.02
Drechterland,2012,5.44,0.79,0.79,2.22,1.64
Drechterland,2013,5.27,0.75,0.79,2.16,1.57
Drechterland,2014,4.76,0.79,0.78,2.21,0.98
Drimmelen,2008,7.14,0.73,1.23,3.06,2.11
Drimmelen,2009,6.99,0.78,0.99,3.01,2.20
Drimmelen,2010,6.83,0.75,1.03,3.22,1.82
Drimmelen,2011,7.28,0.76,1.04,3.33,2.15
Drimmelen,2012,6.92,0.77,0.88,3.15,2.12
Drimmelen,2013,6.82,0.62,1.01,3.17,2.02
Drimmelen,2014,6.94,0.64,0.97,3.41,1.91
Dronten,2008,11.93,0.40,1.39,7.41,2.74
Dronten,2009,11.88,0.38,1.37,7.25,2.89
Dronten,2010,11.42,0.41,1.55,6.51,2.94
Dronten,2011,11.16,0.43,1.53,6.27,2.93
Dronten,2012,10.82,0.40,1.42,6.19,2.80
Dronten,2013,11.45,0.44,1.40,6.51,3.10
Dronten,2014,11.97,0.38,1.49,7.15,2.95
Druten,2008,5.97,0.08,1.84,2.73,1.31
Druten,2009,5.76,0.00,1.68,2.62,1.38
Druten,2010,5.89,0.07,1.89,2.48,1.44
Druten,2011,5.72,0.07,1.79,2.47,1.40
Druten,2012,6.55,0.05,1.41,2.79,2.31
Druten,2013,6.16,0.05,1.29,2.55,2.27
Druten,2014,6.32,0.06,1.33,2.63,2.31
Duiven,2008,13.71,0.17,1.88,9.52,2.13
Duiven,2009,13.79,0.18,2.02,9.34,2.24
Duiven,2010,14.85,0.13,1.90,10.30,2.51
Duiven,2011,13.90,0.12,1.92,9.28,2.58
Duiven,2012,13.50,0.10,1.99,8.90,2.50
Duiven,2013,13.83,0.10,1.84,9.56,2.33
Duiven,2014,13.74,0.12,2.06,9.63,1.92
Echt-Susteren,2008,10.23,0.14,2.16,4.95,2.98
Echt-Susteren,2009,9.61,0.12,2.13,4.68,2.69
Echt-Susteren,2010,9.34,0.14,1.99,4.43,2.77
Echt-Susteren,2011,9.79,0.18,2.05,4.87,2.70
Echt-Susteren,2012,9.70,0.18,2.22,4.83,2.47
Echt-Susteren,2013,10.34,0.20,1.86,5.25,3.03
Echt-Susteren,2014,10.85,0.21,1.80,5.92,2.92
Edam-Volendam,2008,11.16,0.00,3.21,5.76,2.18
Edam-Volendam,2009,11.44,0.00,3.21,5.94,2.28
Edam-Volendam,2010,10.50,0.00,3.38,4.87,2.26
Edam-Volendam,2011,10.95,0.00,3.35,5.54,.
Edam-Volendam,2012,11.02,0.00,3.17,5.80,.
Edam-Volendam,2013,11.26,0.00,3.37,5.85,.
Edam-Volendam,2014,11.66,0.00,3.17,6.46,.
Ede,2008,52.87,0.58,7.42,25.14,19.73
Ede,2009,52.64,0.52,7.51,23.92,20.69
Ede,2010,53.87,0.59,7.37,25.33,20.58
Ede,2011,52.97,0.61,7.61,25.13,19.62
Ede,2012,51.74,0.75,7.98,24.64,18.37
Ede,2013,50.94,0.74,7.83,23.53,18.84
Ede,2014,51.52,0.74,7.29,24.44,19.04
Eemnes,2008,2.34,0.04,0.32,1.47,0.50
Eemnes,2009,2.33,0.03,0.34,1.40,0.55
Eemnes,2010,2.50,0.04,0.41,1.46,0.60
Eemnes,2011,2.39,0.03,0.46,1.35,0.55
Eemnes,2012,2.52,0.03,0.58,1.37,0.54
Eemnes,2013,2.51,0.03,0.59,1.32,0.57
Eemnes,2014,2.46,0.03,0.57,1.29,0.56
Eemsmond,2008,3.83,0.15,1.06,1.37,1.26
Eemsmond,2009,3.76,0.14,1.03,1.21,1.38
Eemsmond,2010,3.76,0.15,1.12,1.26,1.24
Eemsmond,2011,3.86,0.14,1.06,1.23,1.42
Eemsmond,2012,3.91,0.14,1.16,1.43,1.18
Eemsmond,2013,4.08,0.13,1.18,1.45,1.32
Eemsmond,2014,4.18,0.13,1.36,1.41,1.29
Eersel,2008,6.98,0.09,1.60,4.00,1.29
Eersel,2009,6.45,0.11,1.50,3.39,1.45
Eersel,2010,7.64,0.10,1.53,3.80,2.22
Eersel,2011,7.94,0.08,1.56,3.97,2.33
Eersel,2012,8.14,0.11,1.54,3.88,2.61
Eersel,2013,7.90,0.10,1.57,3.86,2.36
Eersel,2014,7.99,0.09,1.50,4.14,2.25
Eijsden-Margraten,2008, , , , ,
Eijsden-Margraten,2009, , , , ,
Eijsden-Margraten,2010, , , , ,
Eijsden-Margraten,2011,5.72,0.09,1.03,2.24,2.36
Eijsden-Margraten,2012,4.98,0.09,1.03,2.28,1.58
Eijsden-Margraten,2013,5.09,0.10,1.04,2.44,1.51
Eijsden-Margraten,2014,5.60,0.09,1.00,2.71,1.80
Eindhoven,2008,158.77,0.06,26.18,85.18,47.35
Eindhoven,2009,157.77,0.07,24.71,83.67,49.32
Eindhoven,2010,158.44,0.08,23.77,86.64,47.95
Eindhoven,2011,161.02,0.14,24.67,87.74,48.47
Eindhoven,2012,160.80,0.10,25.26,87.66,47.78
Eindhoven,2013,161.24,0.13,24.17,88.50,48.43
Eindhoven,2014,163.04,0.00,.,91.30,48.02
Elburg,2008,8.49,0.05,1.59,2.59,4.26
Elburg,2009,8.06,0.05,1.53,2.51,3.97
Elburg,2010,8.47,0.05,1.48,2.70,4.25
Elburg,2011,8.10,0.04,1.45,2.59,4.03
Elburg,2012,8.10,0.05,1.40,2.49,4.16
Elburg,2013,7.89,0.06,1.33,2.41,4.09
Elburg,2014,7.78,0.07,1.43,2.22,4.06
Emmen,2008,47.61,0.81,11.90,19.99,14.90
Emmen,2009,47.20,0.85,11.10,19.77,15.48
Emmen,2010,46.69,0.80,10.45,19.15,16.30
Emmen,2011,47.95,0.70,10.70,20.63,15.92
Emmen,2012,44.97,0.69,10.01,19.87,14.41
Emmen,2013,45.47,0.71,10.38,19.04,15.34
Emmen,2014,45.38,0.72,9.91,19.82,14.94
Enkhuizen,2008,7.08,0.54,1.31,3.73,1.51
Enkhuizen,2009,7.02,0.53,1.23,3.55,1.71
Enkhuizen,2010,7.04,0.00,1.30,3.34,1.57
Enkhuizen,2011,7.24,0.45,1.26,3.94,1.59
Enkhuizen,2012,7.39,0.43,1.28,3.92,1.77
Enkhuizen,2013,6.93,0.96,1.17,3.21,1.60
Enkhuizen,2014,6.95,0.98,1.17,3.29,1.51
Enschede,2008,75.04,0.07,12.17,34.12,28.69
Enschede,2009,76.25,0.07,11.73,34.53,29.91
Enschede,2010,78.61,0.07,11.00,36.13,31.41
Enschede,2011,81.28,0.04,10.79,36.16,34.30
Enschede,2012,78.51,0.04,10.27,33.94,34.27
Enschede,2013,75.81,0.02,9.99,32.19,33.60
Enschede,2014,77.87,0.02,10.05,34.46,33.35
Epe,2008,11.68,0.22,2.90,5.73,2.84
Epe,2009,10.65,0.17,2.73,5.21,2.55
Epe,2010,10.53,0.22,2.75,5.20,2.37
Epe,2011,10.61,0.22,2.69,5.15,2.54
Epe,2012,11.46,0.25,2.68,5.23,3.29
Epe,2013,10.92,0.21,2.47,4.91,3.34
Epe,2014,10.58,0.20,2.59,4.61,3.17
Ermelo,2008,15.03,0.12,1.50,3.76,9.65
Ermelo,2009,15.16,0.11,1.50,3.74,9.81
Ermelo,2010,15.58,0.12,1.50,3.99,9.97
Ermelo,2011,15.62,0.11,1.44,4.38,9.68
Ermelo,2012,13.21,0.12,1.38,3.89,7.81
Ermelo,2013,13.22,0.09,1.19,4.19,7.75
Ermelo,2014,13.33,0.11,1.23,4.59,7.41
Etten-Leur,2008,22.34,0.46,6.30,10.15,5.43
Etten-Leur,2009,21.44,0.45,6.01,9.84,5.14
Etten-Leur,2010,21.28,0.43,6.09,9.88,4.87
Etten-Leur,2011,22.17,0.43,5.75,10.65,5.33
Etten-Leur,2012,21.98,0.42,5.39,10.81,5.36
Etten-Leur,2013,21.69,0.38,5.65,10.22,5.45
Etten-Leur,2014,21.46,0.41,5.42,10.21,5.42
Ferwerderadiel,2008,2.13,0.03,0.71,0.67,0.71
Ferwerderadiel,2009,2.20,0.02,0.70,0.77,0.72
Ferwerderadiel,2010,2.39,0.00,0.76,0.72,0.87
Ferwerderadiel,2011,2.52,0.05,0.78,0.88,0.81
Ferwerderadiel,2012,2.23,0.05,0.77,0.69,0.72
Ferwerderadiel,2013,1.99,0.05,0.76,0.50,0.68
Ferwerderadiel,2014,1.87,0.04,0.75,0.44,0.64
Franekeradeel,2008,7.11,0.34,1.74,3.14,1.90
Franekeradeel,2009,6.61,0.36,1.66,2.66,1.93
Franekeradeel,2010,6.65,0.43,1.66,2.54,2.03
Franekeradeel,2011,6.55,0.48,1.38,2.70,1.99
Franekeradeel,2012,6.41,0.44,1.22,2.81,1.94
Franekeradeel,2013,6.17,0.37,1.23,2.53,2.04
Franekeradeel,2014,6.37,0.19,1.24,2.80,2.14
De Fryske Marren,2008, , , , ,
De Fryske Marren,2009, , , , ,
De Fryske Marren,2010, , , , ,
De Fryske Marren,2011, , , , ,
De Fryske Marren,2012, , , , ,
De Fryske Marren,2013, , , , ,
De Fryske Marren,2014, , , , ,
Geertruidenberg,2008,12.90,0.05,3.09,7.14,2.63
Geertruidenberg,2009,11.39,0.03,2.85,5.61,2.90
Geertruidenberg,2010,10.35,0.04,2.91,5.19,2.21
Geertruidenberg,2011,10.70,0.03,3.32,5.11,2.25
Geertruidenberg,2012,10.69,0.04,3.07,5.20,2.38
Geertruidenberg,2013,10.32,0.04,3.15,4.88,2.26
Geertruidenberg,2014,10.27,0.04,3.19,4.93,2.11
Geldermalsen,2008,12.45,0.24,2.49,7.33,2.40
Geldermalsen,2009,12.73,0.19,2.30,7.59,2.65
Geldermalsen,2010,12.59,0.20,2.35,7.04,2.99
Geldermalsen,2011,12.98,0.19,2.49,7.50,2.80
Geldermalsen,2012,13.54,0.19,2.84,7.58,2.92
Geldermalsen,2013,13.45,0.20,3.23,7.81,2.21
Geldermalsen,2014,13.67,0.20,3.06,8.17,2.24
Geldrop-Mierlo,2008,11.78,0.07,2.80,4.62,4.29
Geldrop-Mierlo,2009,11.51,0.07,2.63,4.38,4.43
Geldrop-Mierlo,2010,12.06,0.08,2.83,4.44,4.71
Geldrop-Mierlo,2011,11.87,0.08,2.24,4.66,4.88
Geldrop-Mierlo,2012,11.75,0.07,2.17,4.62,4.88
Geldrop-Mierlo,2013,11.63,0.00,.,4.49,4.72
Geldrop-Mierlo,2014,11.93,0.06,2.37,4.58,4.92
Gemert-Bakel,2008,9.59,0.60,2.10,3.65,3.24
Gemert-Bakel,2009,9.83,0.62,2.43,3.46,3.31
Gemert-Bakel,2010,9.61,0.65,2.48,3.40,3.08
Gemert-Bakel,2011,9.92,0.61,2.42,3.67,3.22
Gemert-Bakel,2012,9.31,0.68,2.37,3.17,3.09
Gemert-Bakel,2013,9.14,0.61,2.30,3.14,3.09
Gemert-Bakel,2014,8.81,0.59,2.07,3.27,2.88
Gennep,2008,8.88,0.25,1.80,3.47,3.37
Gennep,2009,7.92,0.26,1.53,3.73,2.39
Gennep,2010,7.71,0.28,1.55,3.56,2.32
Gennep,2011,7.79,0.27,1.60,3.47,2.44
Gennep,2012,7.74,0.28,1.41,3.65,2.40
Gennep,2013,7.84,0.27,1.44,3.37,2.77
Gennep,2014,7.86,0.14,1.61,3.50,2.61
Giessenlanden,2008,3.75,0.06,1.21,1.85,0.63
Giessenlanden,2009,3.73,0.08,1.12,1.87,0.66
Giessenlanden,2010,3.94,0.08,1.06,1.96,0.85
Giessenlanden,2011,4.15,0.08,1.06,2.10,0.90
Giessenlanden,2012,3.96,0.08,1.01,1.88,0.99
Giessenlanden,2013,3.96,0.00,1.06,2.01,.
Giessenlanden,2014,4.09,0.06,1.13,2.08,0.82
Gilze en Rijen,2008,14.40,0.18,1.68,8.48,4.07
Gilze en Rijen,2009,14.59,0.00,1.50,9.10,3.82
Gilze en Rijen,2010,14.09,0.00,1.53,8.64,3.75
Gilze en Rijen,2011,14.33,0.18,1.44,8.75,3.96
Gilze en Rijen,2012,13.39,0.17,1.39,7.93,3.90
Gilze en Rijen,2013,12.88,0.19,1.37,7.60,3.73
Gilze en Rijen,2014,12.93,0.18,1.32,7.73,3.70
Goeree-Overflakkee,2008, , , , ,
Goeree-Overflakkee,2009, , , , ,
Goeree-Overflakkee,2010, , , , ,
Goeree-Overflakkee,2011, , , , ,
Goeree-Overflakkee,2012, , , , ,
Goeree-Overflakkee,2013,17.00,0.43,1.93,8.06,6.58
Goeree-Overflakkee,2014,16.74,0.42,1.96,7.94,6.41
Goes,2008,26.28,0.11,3.50,11.03,11.64
Goes,2009,26.18,0.09,3.42,10.94,11.73
Goes,2010,27.43,0.11,3.32,11.01,13.00
Goes,2011,27.05,0.09,3.62,11.33,12.02
Goes,2012,26.40,0.08,3.92,10.92,11.48
Goes,2013,24.79,0.08,3.57,10.44,10.69
Goes,2014,24.96,0.13,3.11,10.73,10.99
Goirle,2008,7.17,0.05,1.30,2.63,3.19
Goirle,2009,6.86,0.06,1.02,2.65,3.13
Goirle,2010,7.80,0.06,1.20,2.71,3.83
Goirle,2011,6.81,0.05,1.06,2.71,2.98
Goirle,2012,7.10,0.06,0.98,2.82,3.24
Goirle,2013,6.57,0.09,0.91,2.69,2.88
Goirle,2014,6.49,0.09,0.89,2.70,2.82
Gooise Meren,2008, , , , ,
Gooise Meren,2009, , , , ,
Gooise Meren,2010, , , , ,
Gooise Meren,2011, , , , ,
Gooise Meren,2012, , , , ,
Gooise Meren,2013, , , , ,
Gooise Meren,2014, , , , ,
Gorinchem,2008,23.64,0.00,4.10,11.94,7.58
Gorinchem,2009,23.05,0.00,4.15,11.07,7.83
Gorinchem,2010,23.04,0.00,4.33,10.83,7.87
Gorinchem,2011,23.55,0.01,4.34,10.86,8.33
Gorinchem,2012,24.17,0.01,4.49,10.72,8.96
Gorinchem,2013,22.03,0.01,4.41,10.23,7.38
Gorinchem,2014,22.05,0.01,4.53,10.63,6.88
Gouda,2008,37.04,0.00,4.86,16.48,15.68
Gouda,2009,40.39,0.00,5.11,15.77,19.51
Gouda,2010,39.28,0.00,4.84,15.55,18.86
Gouda,2011,38.66,0.00,.,15.17,18.86
Gouda,2012,38.64,0.00,.,15.77,18.35
Gouda,2013,38.58,0.00,.,15.13,18.69
Gouda,2014,37.75,0.00,.,14.38,18.63
Grave,2008,3.69,0.04,0.38,1.73,1.54
Grave,2009,3.22,0.04,0.43,1.35,1.40
Grave,2010,3.13,0.03,0.33,1.31,1.46
Grave,2011,3.23,0.04,0.30,1.36,1.52
Grave,2012,3.42,0.04,0.18,1.62,1.59
Grave,2013,3.47,0.04,0.16,1.58,1.69
Grave,2014,3.75,0.03,0.20,1.77,1.76
's-Gravenhage (gemeente),2008,268.84,1.01,14.41,127.10,126.31
's-Gravenhage (gemeente),2009,272.60,1.02,14.35,122.69,134.55
's-Gravenhage (gemeente),2010,276.30,1.02,14.92,125.77,134.58
's-Gravenhage (gemeente),2011,271.75,0.84,15.22,125.00,130.69
's-Gravenhage (gemeente),2012,268.17,0.81,13.56,123.89,129.91
's-Gravenhage (gemeente),2013,260.54,0.71,12.40,117.18,130.24
's-Gravenhage (gemeente),2014,263.92,0.68,11.81,121.26,130.18
Groningen (gemeente),2008,131.71,0.00,13.68,63.28,54.68
Groningen (gemeente),2009,131.89,0.04,13.91,61.55,56.40
Groningen (gemeente),2010,130.86,0.00,13.34,59.87,57.63
Groningen (gemeente),2011,131.33,0.01,12.63,59.54,59.14
Groningen (gemeente),2012,127.34,0.02,12.73,57.04,57.55
Groningen (gemeente),2013,127.46,0.00,.,57.75,58.20
Groningen (gemeente),2014,128.98,0.00,.,60.28,58.52
Grootegast,2008,2.39,0.07,0.71,0.83,0.77
Grootegast,2009,2.59,0.04,0.73,1.00,0.83
Grootegast,2010,2.55,0.05,0.72,0.90,0.88
Grootegast,2011,2.44,0.05,0.67,0.86,0.85
Grootegast,2012,2.30,0.00,0.68,0.75,.
Grootegast,2013,2.15,0.00,0.65,0.71,.
Grootegast,2014,2.15,0.00,0.66,0.72,.
Gulpen-Wittem,2008,3.03,0.05,0.40,1.55,1.03
Gulpen-Wittem,2009,2.92,0.03,0.37,1.46,1.06
Gulpen-Wittem,2010,2.99,0.05,0.36,1.50,1.09
Gulpen-Wittem,2011,3.04,0.00,.,1.57,1.11
Gulpen-Wittem,2012,2.96,0.04,0.31,1.48,1.12
Gulpen-Wittem,2013,3.01,0.05,0.32,1.41,1.24
Gulpen-Wittem,2014,3.17,0.03,0.33,1.46,1.36
Haaksbergen,2008,9.41,0.09,2.88,4.35,2.09
Haaksbergen,2009,9.50,0.09,2.72,4.49,2.20
Haaksbergen,2010,8.93,0.09,2.72,4.10,2.03
Haaksbergen,2011,8.97,0.08,2.74,4.12,2.04
Haaksbergen,2012,8.64,0.08,2.63,3.85,2.09
Haaksbergen,2013,8.50,0.07,2.49,4.03,1.91
Haaksbergen,2014,8.62,0.07,2.58,4.01,1.96
Haaren,2008,4.79,0.48,0.43,2.12,1.77
Haaren,2009,4.92,0.43,0.36,2.14,1.98
Haaren,2010,4.54,0.47,0.39,1.91,1.77
Haaren,2011,4.48,0.44,0.40,1.86,1.78
Haaren,2012,4.26,0.45,0.42,1.51,1.88
Haaren,2013,3.86,0.52,0.40,1.48,1.46
Haaren,2014,3.81,0.40,0.40,1.66,1.34
Haarlem,2008,68.38,0.00,7.52,33.33,27.52
Haarlem,2009,67.19,0.00,7.70,31.59,27.89
Haarlem,2010,68.00,0.00,7.53,33.17,27.29
Haarlem,2011,66.89,0.03,6.77,32.16,27.94
Haarlem,2012,65.60,0.03,7.05,32.18,26.34
Haarlem,2013,64.33,0.02,6.21,30.66,27.44
Haarlem,2014,63.70,0.02,5.87,30.58,27.23
Haarlemmerliede en Spaarnwoude,2008,1.54,0.00,0.64,0.62,0.28
Haarlemmerliede en Spaarnwoude,2009,1.49,0.00,0.57,0.63,0.28
Haarlemmerliede en Spaarnwoude,2010,1.48,0.00,0.58,0.64,0.24
Haarlemmerliede en Spaarnwoude,2011,1.55,0.01,0.52,0.73,0.28
Haarlemmerliede en Spaarnwoude,2012,1.68,0.01,0.51,0.95,0.22
Haarlemmerliede en Spaarnwoude,2013,1.57,0.01,0.52,0.79,0.25
Haarlemmerliede en Spaarnwoude,2014,1.80,0.01,0.22,1.35,0.22
Haarlemmermeer,2008,152.90,1.11,15.45,115.35,20.98
Haarlemmermeer,2009,145.29,0.98,14.99,107.19,22.13
Haarlemmermeer,2010,140.21,0.97,15.93,102.94,20.37
Haarlemmermeer,2011,143.42,0.91,15.85,105.78,20.89
Haarlemmermeer,2012,146.98,0.87,15.58,107.99,22.54
Haarlemmermeer,2013,153.54,0.82,15.64,115.55,21.54
Haarlemmermeer,2014,155.04,0.80,15.43,117.46,21.35
Halderberge,2008,7.71,0.21,1.94,3.78,1.77
Halderberge,2009,7.31,0.22,1.80,3.56,1.73
Halderberge,2010,7.77,0.22,1.78,3.70,2.07
Halderberge,2011,8.34,0.20,1.84,4.16,2.14
Halderberge,2012,9.00,0.19,1.89,4.62,2.32
Halderberge,2013,8.68,0.21,1.52,4.91,2.04
Halderberge,2014,9.46,0.20,1.61,5.44,2.21
Hardenberg,2008,22.08,0.23,5.99,8.39,7.46
Hardenberg,2009,21.28,0.23,5.36,8.11,7.58
Hardenberg,2010,22.17,0.29,5.49,7.90,8.50
Hardenberg,2011,22.69,0.32,5.27,9.04,8.06
Hardenberg,2012,22.42,0.37,5.08,8.81,8.16
Hardenberg,2013,21.92,0.37,4.66,8.16,8.73
Hardenberg,2014,22.04,0.35,4.50,8.49,8.69
Harderwijk,2008,23.35,0.03,3.46,10.95,8.91
Harderwijk,2009,24.23,0.03,3.44,10.19,10.57
Harderwijk,2010,24.70,0.03,3.27,10.36,11.04
Harderwijk,2011,25.20,0.03,3.51,10.52,11.14
Harderwijk,2012,24.12,0.06,3.22,9.62,11.21
Harderwijk,2013,22.15,0.05,3.45,10.33,8.33
Harderwijk,2014,22.34,0.05,3.49,10.48,8.32
Hardinxveld-Giessendam,2008,8.57,0.00,3.57,3.61,1.37
Hardinxveld-Giessendam,2009,8.56,0.00,3.59,3.50,1.45
Hardinxveld-Giessendam,2010,7.94,0.00,2.99,3.51,1.42
Hardinxveld-Giessendam,2011,7.73,0.02,3.05,3.25,1.41
Hardinxveld-Giessendam,2012,7.06,0.02,2.75,2.84,1.45
Hardinxveld-Giessendam,2013,6.80,0.01,2.66,2.75,1.38
Hardinxveld-Giessendam,2014,6.93,0.02,2.84,2.69,1.38
Haren,2008,7.31,0.00,0.73,2.44,4.12
Haren,2009,7.29,0.00,0.67,2.37,4.23
Haren,2010,6.64,0.03,0.61,2.56,3.44
Haren,2011,6.05,0.02,0.56,2.54,2.92
Haren,2012,5.98,0.02,0.60,2.44,2.92
Haren,2013,5.75,0.00,.,1.94,3.19
Haren,2014,5.83,0.00,.,2.03,3.32
Harlingen,2008,5.23,0.06,1.26,2.66,1.25
Harlingen,2009,5.19,0.06,1.36,2.49,1.29
Harlingen,2010,5.43,0.05,1.30,2.69,1.40
Harlingen,2011,5.24,0.04,1.15,2.52,1.52
Harlingen,2012,5.42,0.04,1.19,2.64,1.55
Harlingen,2013,5.27,0.04,1.07,2.45,1.70
Harlingen,2014,5.33,0.04,1.20,2.40,1.69
Hattem,2008,3.65,0.00,0.89,2.09,0.58
Hattem,2009,3.79,0.00,0.84,2.09,0.76
Hattem,2010,3.26,0.00,0.83,1.47,0.86
Hattem,2011,3.32,0.00,.,1.43,0.89
Hattem,2012,3.36,0.00,.,1.44,0.85
Hattem,2013,3.24,0.00,.,1.38,0.83
Hattem,2014,3.46,0.00,.,1.43,0.88
Heemskerk,2008,9.77,0.10,1.41,4.35,3.91
Heemskerk,2009,9.69,0.45,1.42,3.86,3.97
Heemskerk,2010,9.81,0.49,1.43,3.94,3.95
Heemskerk,2011,9.56,0.22,1.45,4.00,3.89
Heemskerk,2012,9.47,0.52,1.18,3.91,3.86
